ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de expiración de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Nombre del atributo 4","Valor(es) del atributo 4","Atributo visible 4","Atributo global 4","Nombre del atributo 5","Valor(es) del atributo 5","Atributo visible 5","Atributo global 5","Meta: slide_template","Meta: _wpb_vc_js_status","Meta: _wpml_media_duplicate","Meta: _wpml_media_featured"
15564,simple,,"Cemento plástico 1 galón",1,0,visible,"Compuesto a base de asfalto, minerales y fibras. De fácil aplicación y secado rápido. Ideal para tapar goteras, reparar grietas, sellar tuberías de desagüe, juntas entre placas, uniones de losas de concreto, así como reparaciones. Cubre 20 metros cuadrados.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/04/3037251.jpg,,,,,,,,,0,"Código EPA:",3037251,1,1,Medidas:,"17\,0 x 19\,0 x 17\,0 cm",1,1,"Unidad de venta:",Galón,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15570,simple,,"Manto asfáltico de 3,2 milímetros",1,0,visible,"Reforzado con fibra de vidrio y una mezcla construida por asfalto modificado con elastómeros del tipo S.B.S. Presenta en su acabado una capa de mina y polietileno. Para aplicar con antorcha.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/04/3037270.jpg,,,,,,,,,0,"Código EPA:",3037270,1,1,Medidas:,"23\,0 x 100\,0 x 23\,0 cm",1,1,"Unidad de venta:",Rollo,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15576,simple,,"Primer líquido de 1 galón",1,0,visible,"Formulado a base de asfalto y solventes orgánicos volátiles, con gran capacidad de penetración que permite cubrir y sellar superficies porosas y pequeñas fisuras en el concreto. Proporciona una excelente adherencia para otros productos.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/04/3037247.jpg,,,,,,,,,0,"Código EPA:",3037247,1,1,Medidas:,"17\,0 x 19\,0 x 17\,0 cm",1,1,"Unidad de venta:",Galón,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15588,simple,,"Asfalto plástico impermeabilizante",1,0,visible,"Formulado a partir de asfalto, con minerales y fibras. Para impermeabilizaciones multi-capa (cartón asfaltado, fibra virgen, entre otros), en frío y sobre superficies horizontales. Ideal para rellenar superficies irregulares. Se aplica directamente con espátula o cuchara.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/04/3037255.jpg,,,,,,,,,0,"Código EPA:",3037255,1,1,Medidas:,"31\,0 x 38\,0 x 31\,0 cm",1,1,"Unidad de venta:",Cuñete,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15595,simple,,"Teja ejecutiva Caribe",1,0,visible,"Pieza de cobertura para colocación discontinua sobre tejados en pendiente. Evitan el paso del agua o el aire a través de la construcción, resistencia al fuego y al vapor.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/04/3024003.jpg,,,,,,,,,0,"Código EPA:",3024003,1,1,Medidas:,"47\,0 x 9\,0 x 30\,0 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15601,simple,,"Caucho marfil de 1 galón",1,0,visible,"Ideal para interiores y exteriores. Pintura de látex vinil acrílico de alto desempeño en calidad, cubrimiento, rendimiento y durabilidad. Tiempo de secado 60 minutos al tacto. Clase C.",,,,taxable,,1,,0,0,,,,,0,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/04/208173.jpg,,,,,,,,,0,"Código EPA:",208173,1,1,Medidas:,"16\,8 x 20\,0 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15647,simple,,"Tapa asiento Canaima elongada",1,0,visible,"Asiento sólido elaborado especialmente para tazas elongadas, adaptable a sus requerimientos y necesidades. Alta durabilidad y desmontable para su fácil limpieza.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2444036-1.jpg,,,,,,,,,0,"Código EPA:",2444036,1,1,Medidas:,"55 x 36 x 3 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,,,,,default,false,1,1
15653,simple,,"Regadera acromada anticalcárea",1,0,visible,"Regadera redonda de presión con tubo y roseta para impedir el paso de partículas. Está fabricada en ABS Cromado y diseñada con un sistema de salida de agua Anticalcáreo.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2415032-1.jpg,,,,,,,,,0,"Código EPA:",2415032,1,1,Medidas:,"9 x 13 x 37\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"Sin existencia",1,1,default,false,1,1
15660,simple,,"Tubo extensible mediano",1,0,visible,"Barra extensible para cortinas de baño y el hogar. Medida mínima 91 centímetros, máxima 160 centímetros, de fácil instalación. Resiste 5 kilos.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2458002-1.jpg,,,,,,,,,0,"Código EPA:",2458002,1,1,Medidas:,"4 x 4 x 90 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15666,simple,,"Kit de accesorios en acero inoxidable",1,0,visible,"Juego de piezas para baño en acero satinado, resistencia a los desgastes ambientales. Contiene una jabonera, portar rollo, toallero largo, perchero y porta cepillos. Con tornillos y ramplús para su instalación.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2450072-1.jpg,,,,,,,,,0,"Código EPA:",2450072,1,1,Medidas:,"5 x 25 x 50 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15672,simple,,"Lavamanos preponchado con pedestal",1,0,visible,"Pieza de diseño compacto que posibilita su ubicación en espacios pequeños. Disponible para griferías monoblock de 4 y 8 pulgadas. Capacidad de la taza de 6.5 litros. Incluye pedestal y un soporte metálico.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2439936-1.jpg,,,,,,,,,0,"Código EPA:",2439936,1,1,Medidas:,"65 x 20 x 72 cm",1,1,"Unidad de venta:",Juego,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"Poca existencia",1,1,default,false,1,1
15690,simple,,"Llave para lavamanos individual",1,0,visible,"Pieza individual cromada en toda su superficie, fabricada con termoplástico que proporciona alta resistencia a la tensión y a los impactos. Manilla de ¼ de pulgada. Es resistente a la corrosión por agua y agentes químicos.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2432054-1.jpg,,,,,,,,,0,"Código EPA:",2432054,1,1,Medidas:,"9 x 18 x 25 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15708,simple,,"Cortina para baño en poliéster",1,0,visible,"Cortina 100% poliéster con ganchos incluidos. Es de 180 por 180 centímetros, resistente, impermeable y lavable.",,,,taxable,,1,,0,0,,,,,0,,,,Baño,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/2413964-1.jpg,,,,,,,,,0,"Código EPA:",2413964,1,1,Medidas:,"34 x 26 x 3 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,1,1
15750,simple,,"Aplique Carolina con vidrio acidado",1,0,visible,"Para aplicar en paredes de espacios interiores o exteriores. Pieza de aluminio con difusor, con capacidad de hasta 40 vatios.",,,,taxable,,1,,0,0,,,,,0,,,,Iluminación,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/05/1544102-1.jpg,,,,,,,,,0,"Código EPA:",1544102,1,1,Medidas:,"15 x 11 x 16\,5 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"Poca existencia",1,1,default,false,1,1
15941,simple,,"Sellador de silicona traslúcido",1,0,visible,"Sellador de silicona traslucido con fungicida. De uso doméstico y general para cerramientos, duchas, lavamanos y accesorios de baños. El kit contiene dos picos, una paleta para alisar, tapa, empujador y un micro cartucho.",,,,taxable,,1,,0,0,,,,,0,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/240036.jpg,,,,,,,,,0,"Código EPA:",240036,1,1,Garantía:,"15 días",1,1,Medidas:,"12\,0 x 23\,5 x 4\,0",1,1,"Unidad de venta:",Juego,1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15944,simple,,"Pasta para friso de 20 kilos",1,0,visible,"Para frisar, emparejar y rellenar superficies, techos y paredes de bloque de cemento, arcilla, ladrillos y otros materiales compatibles. Solo agregue agua hasta obtener una pasta suave y sin grumos. Puede mezclarse con yeso para mayor cobertura.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/3027012.jpg,,,,,,,,,0,"Código EPA:",3027012,1,1,Medidas:,"10 x 35 x 30 cm",1,1,"Unidad de venta:",Saco,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15951,simple,,"Lámina Lamilit de 3 metros",1,0,visible,"Sistemas de coberturas livianas y canal ancho. Su bajo peso permite grandes ahorros en estructuras, facilidad, rapidez y versatilidad en el diseño e instalación.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/3017080.jpg,,,,,,,,,0,"Código EPA:",3017080,1,1,Medidas:,"3 x 0\,72 Metros",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15953,simple,,"Lámina Milteja de 4 metros",1,0,visible,"Brinda aislamiento térmico y acústico, resistencia a la acción corrosiva y los rayos UV. Versatilidad en el diseño e instalación para techos de viviendas, fabricas entre otros.",,,,taxable,,1,,0,0,,,,,0,,,,Techo,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/3017002.jpg,,,,,,,,,0,"Código EPA:",3017002,1,1,Medidas:,"4 x 1 Metros",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15966,simple,,"Mastique de 1 cuñete",1,0,visible,"Es una masilla plástica desarrollada para nivelar y uniformar todo tipo de superficies de cemento, concreto, mampostería y frisos, sellando los poros y acondicionándolas para toda clase de recubrimiento. Es fácil de lijar y no deja huella de la espátula.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/3020017.jpg,,,,,,,,,0,"Código EPA:",3020017,1,1,Medidas:,"38 x 31 x 31 cm",1,1,"Unidad de venta:",Cuñete,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"Poca existencia",1,1,default,false,,
15971,simple,,"Tee de 3/4 soldable para agua fría",1,0,visible,"Tee para sistemas de tuberías de 3/4 pulgada de diámetro. Pieza compuesta de policloruro de vinilo rígido ideal para tuberías de agua fría. Resiste la corrosión y al impacto. Presión de trabajo a 23 grados centígrados, 450psi.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/2613602.jpg,,,,,,,,,0,"Código EPA:",2613602,1,1,Medidas:,"6 x 6 x 6 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15973,simple,,"Anillo reductor 3/4 x 1/2 pulgadas",1,0,visible,"Reductor de sistemas de tubería de agua fría, soldable, compuesto de poli cloruro de vinilo rígido. Presión de trabajo a 23 grados centígrados, 450 psi.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/2613850.jpg,,,,,,,,,0,"Código EPA:",2613850,1,1,Medidas:,"3/4 x 1/2 Pulgadas",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15985,simple,,"Tanque fácil de 540 litros",1,0,visible,"Para instalar en espacios reducidos como apartamentos. Posee base metálica para el tanque y bomba automática de medio caballo de fuerza, voltaje 110.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/1406098.jpg,,,,,,,,,0,"Código EPA:",1406098,1,1,Medidas:,"210 x 60 x 60 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15987,simple,,"Electrodos 6013-3/32 pulgadas",1,0,visible,"Empaque de 1 kilo. De uso corriente para carpintería metálica, ductos de ventilación, rejas, puertas, ensamble de carrocerías, construcción de tanques, soldadura de estructuras livianas en perfiles angulares y rectangulares, cerchas entre otros.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/1420066.jpg,,,,,,,,,0,"Código EPA:",1420066,1,1,Medidas:,"8 x 37 x 9 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15996,simple,,"Bomba Periférica 1/2HP 40 litros",1,0,visible,"Medio caballo de fuerza, voltaje de 110 voltios, entrada y salida de 1x1 pulgadas. Levanta agua a 38 metros de altura y tiene caudal de 40 litros por minuto.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/1405074.jpg,,,,,,,,,0,"Código EPA:",1405074,1,1,Medidas:,"20 x 35 x 20 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
15998,simple,,"Hidrocompacto de ½ caballo de fuerza",1,0,visible,"Bomba de agua de medio caballo de fuerza y pulmón de 1.5 litros. Voltaje de 110, rendimiento de 370W y caudal máximo de 35 litros de agua por minuto. Boca de entrada y salida de 1 pulgada.",,,,taxable,,1,,0,0,,,,,0,,,,Equipamento,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/1406008.jpg,,,,,,,,,0,"Código EPA:",1406008,1,1,Medidas:,"40 x 35 x 15 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"En existencia",1,1,default,false,,
16010,simple,,"Grifería cromada cuello curvo alto",1,0,visible,"Grifería cromada para fregadero, monomando, de cuello curvo alto (cisne), manilla Crown y vástago con cartucho cerámico. Ideal para toma de agua fría.",,,,taxable,,1,,0,0,,,,,0,,,,Cocina,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/06/2532046.jpg,,,,,,,,,0,"Código EPA:",2532046,1,1,Medidas:,"13 x 11 x 29 cm",1,1,"Unidad de venta:",Pieza,1,1,Garantía:,"15 días",1,1,Disponibilidad:,"Poca existencia",1,1,default,false,,
16055,simple,,"Llave para lavamanos individual 223 cromada",1,0,visible,"Llave para lavamanos cromada en toda su superficie, haciéndola resistente a la corrosión por agua o por agentes químicos. Monomando.",,,,taxable,,1,,0,0,,,,,1,,,,Baño,"cromada, griferia, llave lavamanos",,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/LLAVE-P-LAV-IND-223.jpg,,,,,,,,,0,"Código EPA:",2432018,1,1,Garantía:,"15 días",1,1,Medidas:,"15 x 5 x 14\,8 cm",1,1,"Unidad de venta:",Pieza,1,1,,,,,default,false,,
16067,simple,,"Juego de bandeja económico",1,0,visible,"El kit contiene una funda, un mango de 9 pulgadas, una bandeja plástica con capacidad para un galón y una brocha para paredes lisas. De uso es doméstico.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/236051.jpg,,,,,,,,,0,"Código EPA:",236051,1,1,Garantía:,"15 días",1,1,Medidas:,"36 x 28 x 8 cm",1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16070,simple,,"Caucho blanco intenso de 4 galones Colonial",1,0,visible,"Ideal para interiores y exteriores. Ayuda a dar sensación de luz y amplitud, alto rendimiento, resistencia y durabilidad. Ecológica, libre de plomo y cromo. Cubre hasta 30 metros cuadrados por galón. Tiempo de secado 60 minutos al tacto. Clase C",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/208067.jpg,,,,,,,,,0,"Código EPA:",208067,1,1,Garantía:,"15 días",1,1,Medidas:,"38 x 29\,9 x 29\,9 cm",1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16079,simple,,"Brocha de 1 pulgada 1/2",1,0,visible,"Para paredes lisas, están fabricada con cerdas naturales y mango plástico para pinturas al agua. Adecuada para trabajos de detalles, esquinas y bordes.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/228002-Brocha-para-paredes-lisas-1-1-2-pulgadas.jpg,,,,,,,,,0,"Código EPA:",228002,1,1,Medidas:,"1\,5 x 22 x 5 cm",1,1,"Unidad de venta:",Pieza,1,1,Disponibilidad:,"En existencia",1,1,Garantía:,"15 días",1,1,default,false,,
16083,simple,,"Caucho blanco intenso satinado de 1 galón KEM satinado",1,0,visible,"Brinda un acabado intermedio entre opaco y brillante. Su uso en interiores, es aconsejable por ser de fácil lavado. La aplicación debe hacerse por sectores (por pared) y rápidamente, para evitar marcas visibles a contraluz. Clase A.",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/202816-Pintura-blanco-intenso-satinado-1-galon.jpg,,,,,,,,,0,"Código EPA:",202816,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
16085,simple,,"Caucho blanco mate intenso de 1 galón",1,0,visible,"Para interiores y exteriores. Las pinturas de acabado opaco disimulan las pequeñas imperfecciones que puedan tener las paredes, son de alto rendimiento, resistencia y durabilidad. Cubre hasta 30 metros cuadrados. Tiempo de secado 60 minutos al tacto. Clase A",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/204010-Pintura-blanco-intenso-mate-1-galon.jpg,,,,,,,,,0,"Código EPA:",204010,1,1,Medidas:,"20 x 16\,8 x 16\,8 cm",1,1,"Unidad de venta:",Galón,1,1,Disponibilidad:,"En existencia",1,1,,,,,default,false,,
16087,simple,,"Caucho blanco intenso de 5 galones Kem Tone",1,0,visible,"Para interiores y exteriores. Las pinturas de acabado opaco disimulan las pequeñas imperfecciones que puedan tener las paredes, son de alto rendimiento, resistencia y durabilidad. Cubre hasta 100 metros cuadrados. Tiempo de secado 60 minutos al tacto. Clase A",,,,taxable,,1,,0,0,,,,,1,,,,Pintura,,,http://www.catalogoepa.com.ve/wp-content/uploads/2017/09/204011-Pintura-blanco-intenso-mate-5-galones-.jpg,,,,,,,,,0,"Código EPA:",204011,1,1,Medidas:,"38 x 29\,9 x 29\,9 cm",1,1,"Unidad de venta:",Cuñete,1,1,Disponibilidad:,"Poca existencia",1,1,,,,,default,false,,
